Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
big-two,Big Two,"<p >Big room. Big scent. The Big Two is our one of powerhouse scent machine made for wide-open spaces, plus HVAC connectivity. Think offices, showrooms, clubs, or bougie hotel lobbies. It floods up to 18,000 sq.ft. with exquisite scent through HVAC connection. Provides effortless controls with app-based remote scheduling and pro-grade diffusion tech. It’s the olfactory drama your customers (and employees) have been longing for.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,,,,,,,BG-TWO,,shopify,4,deny,manual,1399.00,799.00,TRUE,TRUE,,,,,FALSE,Big Two,,,unisex,adult,BG-TWO,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
big-two,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/fef61f17-a934-47b8-8633-768692e0f084/big+two.png,1,Big Two - Image 1,,,,,,,,,,,,,,,,,,,,
metal-one-top-scent-bundle,Metal One & Top Scent Bundle,"<p ><strong>The Metal One bundle comes with one 150ml bottle of our most popular </strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotel</strong></a><strong>, </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong>, or </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong> collection.</strong></p><p >Say hello to <em>Metal One </em>— the sleek, scent-slinging genius your space has always needed.</p><p >This machine, with an industrial flair, covers up to 2,000 sq.ft. or up to 3,500 with HVAC. It uses cold air diffusion to mist pure fragrance without heat or water and no residue. It’s HVAC safe, mounts on walls, or stand solo — whatever your home’s style, the <em>Metal One</em> complements.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Scent,Gilded Exotics,,,,,BDL-MTL1-GE,,shopify,3,deny,manual,499.00,209.00,TRUE,TRUE,,,,,FALSE,Metal One & Top Scent Bundle,,,unisex,adult,BDL-MTL1-GE,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
metal-one-top-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/e63b95c6-af6f-4ff7-adc2-6ae5d3c96ef3/Metal+One.1+Black.JPEG,1,Metal One & Top Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
metal-one-copy,Metal One (Copy),"<p >Say hello to <em>Metal One </em>— the sleek, scent-slinging genius your space has always needed.</p><p >This machine, with an industrial flair, covers up to 2,000 sq.ft. or up to 3,500 with HVAC. It uses cold air diffusion to mist pure fragrance without heat or water and no residue. It’s HVAC safe, mounts on walls, or stand solo — whatever your home’s style, the <em>Metal One</em> complements. </p><p ></p><p ></p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,FALSE,Color,Black,,,,,SQ8130123,,shopify,12,deny,manual,599.00,229.00,TRUE,TRUE,,,,,FALSE,Metal One (Copy),,,unisex,adult,SQ8130123,new,TRUE,,ml,,,TRUE,,,TRUE,,,draft
metal-one-copy,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/e63b95c6-af6f-4ff7-adc2-6ae5d3c96ef3/Metal+One.1+Black.JPEG,1,Metal One (Copy) - Image 1,,,,,,,,,,,,,,,,,,,,
mobile-two-gilded-exotics-scent-bundle,Mobile Two & Gilded Exotics Scent Bundle,"<p ><strong><em>Comes with your choice of one, 10ml scent ($29.99 value) from the Gilded Exotics scent collection, inspired by your favorite luxury scents.</em></strong></p><p ><strong><em>The Gilded Exotics Collection are oils sourced from Switzerland and crafted in the Emirates — it’s the highest expression of cold air diffusion oils, made for Whiffed Aromas.</em></strong></p><p >Say hello to the Mobile Two Portable Scent Diffuser — your on-the-go whiffer built for the road, the ride, and wherever life takes you. Car? Airbnb? Tiny hotel room with mysterious smells? Handled.</p><p >Made from high-quality aluminum and with a built-in working timer (up to 4 hours), it’s sleek, quiet, and compact enough to slip into your car cup holder or desktop; it’s always ready to roll. Whether you’re chasing zen on a long commute, need a scent to relax you during the work day, or want to bring spa vibes to your suitcase, <em>Mobile Two</em> keeps your air as fresh as your playlist.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,FALSE,Inspired Oil,LV Pacific Chill,Color,Silver,,,SQ5571365,,shopify,4,deny,manual,148.00,94.99,TRUE,TRUE,,,,,FALSE,Mobile Two & Gilded Exotics Scent Bundle,,,unisex,adult,SQ5571365,new,TRUE,,ml,,,TRUE,,,TRUE,,,draft
mobile-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/1abb8e6e-646f-40df-9d45-571ed1ef6391/IMG_1744.jpg,1,Mobile Two & Gilded Exotics Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
mobile-two-gilded-exotics-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5dd3651a-3a9a-4d97-9671-372fe23d42e2/whiff+car+black.jpg,2,Mobile Two & Gilded Exotics Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-one-top-two-scent-bundle,[Machine & Oils] Mobile One & Top Two Scent Bundle,"<h4 >Black Friday Warmup: Beat the rush! Get 45% off now + an extra 15% off automatically at checkout.</h4><ul ><li><p ><strong>Comes with two, 10ml bottles, of our most popular, IFRA-Certified, </strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotel &amp; Resorts</strong></a><strong>, </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong>, or </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong> collection scents. Just select which collection you want.</strong></p></li><li><p ><strong>Rechargeable, high-end aluminum body with mood light.</strong></p></li><li><p ><strong>Set it and forget it Car mode. Automatically starts/stops diffusing based on motion and 3-hour timer.</strong></p></li><li><p ><strong>10ml bottle can last ~2 months on High setting if driving ~30 minutes per day.</strong></p></li></ul><p >Say hello to the Mobile One Portable Scent Diffuser — your on-the-go whiffer built for the road, the ride, and wherever life takes you. It turns on/off automatically based on motion.</p><p >Made from high-quality aluminum and, it’s sleek, quiet, and compact enough to slip into your car cup holder. Whether you’re chasing zen on a long commute or need a scent to relax, <em>Mobile One</em> keeps your air as fresh as your playlist.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Black Titanium,Scent Collection,Hotel,,,MCH-HOT-BL,,shopify,8,deny,manual,168.99,89.99,TRUE,TRUE,,,,,FALSE,[Machine & Oils] Mobile One & Top Two Scent Bundle,,,unisex,adult,MCH-HOT-BL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
machine-oils-mobile-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/3764e9b1-6951-40d3-bb85-3829163cc14a/mobile+one+sand+shot.jpeg,1,[Machine & Oils] Mobile One & Top Two Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/f04dcb65-382a-4d72-ad46-446212630b90/mobile+one+gif.gif,2,[Machine & Oils] Mobile One & Top Two Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ef44ddd9-6eb0-41d2-a7b7-7b0cd7966318/metal%2Bone%2Bmodel.jpg,3,[Machine & Oils] Mobile One & Top Two Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/8c1c3b73-9f2f-49aa-87c0-b4971e77abc5/Mobile+One+Silver+styled.jpeg,4,[Machine & Oils] Mobile One & Top Two Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/d64aa51d-a118-4e83-958c-fe5272ef0c4f/MobileO+One+Titanium+staged.jpeg,5,[Machine & Oils] Mobile One & Top Two Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/51f354e7-d8c3-4e9a-9699-c28991f7cefd/mobile+one+image+2.JPEG,6,[Machine & Oils] Mobile One & Top Two Scent Bundle - Image 6,,,,,,,,,,,,,,,,,,,,
machine-oils-fusion-200-top-two-scent-bundle,[Machine & Oils] Fusion 200 & Top Two Scent Bundle,"<h4 >Black Friday Warmup: Beat the rush! Get up to 30%+ an extra 15% off automatically at checkout.</h4><ul ><li><p ><strong>Comes with two, 150ml bottles, of our most popular </strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotel &amp; Resorts</strong></a><strong>, </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong>, or </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong> collection scents.</strong></p></li><li><p ><strong>App and onboard controls with oil level detector.</strong></p></li><li><p ><strong><span>Scents up to 3,500 sq.ft (with HVAC).</span></strong></p></li></ul><p >The Fusion 200 — the sleek, silent seducer everyone in your space will ask about.</p><p >Connects to your HVAC or mounts on the wall to scent your space with pure, waterless fragrance. With Bluetooth app control and oil level sensor, it lets you schedule, adjust, and aromatize the air with ease. The 200 mL oil tank, ultra-quiet motor (under 38 dB), and anti-tamper lock make it perfect for homes, boutiques, or any space that needs a little extra allure. Smart, stylish, and made to make your air irresistible.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,White,Scent Collection,Hotel,,,BDL-F200W-HTL,,shopify,10,deny,manual,768.99,528.98,TRUE,TRUE,,,,,FALSE,[Machine & Oils] Fusion 200 & Top Two Scent Bundle,,,unisex,adult,BDL-F200W-HTL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
machine-oils-fusion-200-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/700f3c3b-b6ca-4504-a7bb-e454eb6d3654/Fusion+200+black.jpeg,1,[Machine & Oils] Fusion 200 & Top Two Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
machine-oils-fusion-200-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6e446d46-3629-4cb6-827e-9f484d5c8cd4/IMG_2955.png,2,[Machine & Oils] Fusion 200 & Top Two Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
machine-oils-fusion-200-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ce573c6b-43c4-4fde-b2b5-51dd2f465f62/IMG_2951.jpg,3,[Machine & Oils] Fusion 200 & Top Two Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
machine-oils-fusion-200-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/00bd10a5-c5bb-4a2f-9462-90746598379d/IMG_2931+2.jpg,4,[Machine & Oils] Fusion 200 & Top Two Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
machine-oils-fusion-200-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/bb361d89-fe86-49a5-aeb0-cd38e6c42ac9/Fusion+200.jpg,5,[Machine & Oils] Fusion 200 & Top Two Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
machine-oils-polymer-one-top-two-scent-bundle,[Machine & Oils] Polymer One & Top Two Scent Bundle,"<h4 >Black Friday Warmup: Beat the rush! Get up to 30%+ an extra 15% off automatically at checkout.</h4><ul ><li><p ><strong>Comes with two, 150ml bottles, of our most popular </strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotel &amp; Resorts</strong></a><strong>, </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong>, or </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong> collection scents.</strong></p></li><li><p ><strong>App and onboard controls.</strong></p></li><li><p ><strong><span>1,500–2,000 sq.ft scenting coverage.</span></strong></p></li></ul><p >Polymer One — up high, out of sight, all the scent.<br><br>Wall-hugging or shelf-sitting, this diffuser does both — with elegant confidence. A 400ml oil chamber and waterless diffusion deliver bold, undiluted fragrance that lingers like a whispered compliment.</p><p >Whether you’re scenting a boutique, a large space, or an entryway that deserves a little drama, this diffuser makes it effortless and elevated.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,White,Scent Collection,Hotel,,,BDL-PLYW-HTL,,shopify,20,deny,manual,379.97,269.99,TRUE,TRUE,,,,,FALSE,[Machine & Oils] Polymer One & Top Two Scent Bundle,,,unisex,adult,BDL-PLYW-HTL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
machine-oils-polymer-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5f0cb51e-4c52-4906-bfeb-7be8a6668e78/polymer+1+in+action.gif,1,[Machine & Oils] Polymer One & Top Two Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
machine-oils-polymer-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/fed5f861-401a-4430-8a78-3cb208403982/polymer+1+screen.jpg,2,[Machine & Oils] Polymer One & Top Two Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
machine-oils-polymer-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/dd5b2d31-c582-4831-89b3-fbc55cb286e3/polymer+1+in+action.gif,3,[Machine & Oils] Polymer One & Top Two Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
machine-oils-polymer-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/cd582607-b639-4428-a1e6-606a357df3f4/polymer+1+black.png,4,[Machine & Oils] Polymer One & Top Two Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
machine-oils-polymer-one-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/84d267cb-ea3e-453c-b72a-e257e4feb995/polymer+1+white.png,5,[Machine & Oils] Polymer One & Top Two Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
polymer-one-guilded-exotics-bundle,Polymer One & Guilded Exotics Bundle,"<p ><strong>Pair the Polymer One with a 500ml Gilded Exotics Collection scent</strong></p><p >Polymer One — up high, out of sight, all the scent.<br><br>Wall-hugging or shelf-sitting, this diffuser does both — with elegant confidence. A 400ml oil chamber and waterless diffusion deliver bold, undiluted fragrance that lingers like a whispered compliment.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,FALSE,Inspired Oil,LV Pacific Chill,Color,Black,,,SQ0075344,,shopify,2,deny,manual,359.00,278.00,TRUE,TRUE,,,,,FALSE,Polymer One & Guilded Exotics Bundle,,,unisex,adult,SQ0075344,new,TRUE,,ml,,,TRUE,,,TRUE,,,draft
polymer-one-guilded-exotics-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/887a8a34-4749-4eee-95ae-dc3a5dfb3411/polymer+1+white.png,1,Polymer One & Guilded Exotics Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
polymer-one-guilded-exotics-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/21c29188-156b-4a53-b77f-8f7bcde8a00e/polymer+1+black.png,2,Polymer One & Guilded Exotics Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
mobile-two-gilded-exotics-bundle,Mobile Two & Gilded Exotics Bundle,"<p ><strong>The Mobile Two comes with a 10ml Gilded Exotics Collection scent. </strong></p><p >Say hello to the Mobile Two Portable Scent Diffuser — your on-the-go whiffer built for the road, the ride, and wherever life takes you. Car? Airbnb? Tiny hotel room with mysterious smells? Handled.</p><p >Made from high-quality aluminum and with a built-in working timer (up to 4 hours), it’s sleek, quiet, and compact enough to slip into your car cup holder or desktop; it’s always ready to roll. Whether you’re chasing zen on a long commute, need a scent to relax you during the work day, or want to bring spa vibes to your suitcase, <em>Mobile Two</em> keeps your air as fresh as your playlist.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,FALSE,Inspired Oil,LV Pacific Chill,Color,Silver,,,SQ5272512,,shopify,0,deny,manual,148.00,94.99,TRUE,TRUE,,,,,FALSE,Mobile Two & Gilded Exotics Bundle,,,unisex,adult,SQ5272512,new,TRUE,,ml,,,TRUE,,,TRUE,,,draft
mobile-two-gilded-exotics-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/1abb8e6e-646f-40df-9d45-571ed1ef6391/IMG_1744.jpg,1,Mobile Two & Gilded Exotics Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
mobile-two-gilded-exotics-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5dd3651a-3a9a-4d97-9671-372fe23d42e2/whiff+car+black.jpg,2,Mobile Two & Gilded Exotics Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
fusion-500-gilded-exotics-scent-bundle-limited-inventory,Fusion 500 & Gilded Exotics Scent Bundle (Limited Inventory),"<p ><strong>Pair the Fusion 500 with top scents from our </strong><a href=""/gilded-exotics""><strong>Gilded Exotics</strong></a><strong> collection. Comes with your choice of one, 500ml scent from the collection, inspired by your favorite luxury scents.</strong></p><p ><strong>The Gilded Exotics Collection are oils sourced from Switzerland and crafted in the Emirates — it’s the highest expression of cold air diffusion oils, made for Whiffed Aromas.</strong></p><p >The Fusion 200 — the sleek, silent seducer everyone in your space will ask about.<br><br>Mounts to your wall or HVAC to fill your space with pure, waterless scent. Control it via Bluetooth to schedule and adjust with ease. With a 200 mL oil tank, whisper-quiet motor (&lt;38 dB), and tamper-proof lock, it’s perfect for homes or boutiques. Smart, sleek, and made to make your air irresistible.</p><ul ><li><p >Impressive aluminum and polymer body</p></li><li><p >500ml capacity</p></li><li><p >App control</p></li><li><p >Unique magnetic card lock system</p></li><li><p >Dimensions: 11"" x 5.1"" x 13.9""</p></li><li><p >Weight: 10 lbs</p></li></ul>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,FALSE,Inspired by oil,LV Pacific Chill,Color,Black,,,SQ4073030,,shopify,1,deny,manual,909.00,619.99,TRUE,TRUE,,,,,FALSE,Fusion 500 & Gilded Exotics Scent Bundle (Limited Inventory),,,unisex,adult,SQ4073030,new,TRUE,,ml,,,TRUE,,,TRUE,,,draft
fusion-500-gilded-exotics-scent-bundle-limited-inventory,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/bb361d89-fe86-49a5-aeb0-cd38e6c42ac9/Fusion+200.jpg,1,Fusion 500 & Gilded Exotics Scent Bundle (Limited Inventory) - Image 1,,,,,,,,,,,,,,,,,,,,
machine-oils-twosome-top-two-scent-bundle,[Machine & Oils] Twosome & Top Two Scent Bundle,"<h4 >Black Friday Warmup: Beat the rush! Get 40% off now + an extra 15% off automatically at checkout.</h4><ul ><li><p ><strong>Comes with two, 100ml bottles of our most popular oils from the</strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong> Hotel &amp; Resorts</strong></a><strong>, </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong>, or </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong> Collection.</strong></p></li><li><p ><strong>Rechargeable, aluminum body</strong></p></li><li><p ><strong>Two diffuser nozzles for up to two different scents.</strong></p></li><li><p ><strong>App control and onboard controls. Scents ~700 sq.ft.</strong></p></li></ul><p >Twosome — two nozzles, one mission, total scent domination. Choose to have the same scent in both containers or two different scents and alternate based on your mood.</p><p >This sleek little seducer doesn’t mist around. The Double Whiff, with two 50ml diffusers, delivers pure, undiluted fragrance from both ends — because sometimes one just isn’t enough. No water. No drama. Just bold, beautiful scenting at the push of a button.</p><p >Whether you’re dressing up a spa, a studio, or your scandalously good-smelling living room, this diffuser is here to serve double the vibes in half the effort.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Silver,Scent Collection,Hotel,,,BDL-TWOS-HTL,,shopify,19,deny,manual,379.98,224.99,TRUE,TRUE,,,,,FALSE,[Machine & Oils] Twosome & Top Two Scent Bundle,,,unisex,adult,BDL-TWOS-HTL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
machine-oils-twosome-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/7b5f09e4-adee-47da-9519-dc4b110275f6/twosome+diffusing+in+action.gif,1,[Machine & Oils] Twosome & Top Two Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
machine-oils-twosome-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/2e3a449d-41bf-4716-b266-d0041bb7d8f1/twosome+living+room.jpeg,2,[Machine & Oils] Twosome & Top Two Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
machine-oils-twosome-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/243076d5-1822-4c62-b2e8-7e4f2970c724/twosome+silver.jpeg,3,[Machine & Oils] Twosome & Top Two Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
machine-oils-twosome-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/e8d3b88d-c518-4bac-a8ed-3186e4be99b1/twosome+black.jpeg,4,[Machine & Oils] Twosome & Top Two Scent Bundle - Image 4,,,,,,,,,,,,,,,,,,,,
machine-oils-twosome-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/f7072af0-3b9f-49bd-bf7d-69696e16050d/Twosome+black+sand.jpeg,5,[Machine & Oils] Twosome & Top Two Scent Bundle - Image 5,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-two-top-two-scent-bundle,[Machine & Oils] Mobile Two & Top Two Scent Bundle,"<h4 >Black Friday Warmup: Beat the rush! Get 45% off now + an extra 15% off automatically at checkout.</h4><ul ><li><p ><strong>Comes with two, 10ml bottles, of our most popular, IFRA-Certified </strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotel &amp; Resorts</strong></a><strong>, </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong>, or </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong> collection scents. We pick so you can relax.</strong></p></li><li><p ><strong>Rechargeable, all aluminum body.</strong></p></li><li><p ><strong>Car (auto) and Home (timer) mode with timer options.</strong></p></li><li><p ><strong>Set it and forget it Car mode. Automatically starts/stops diffusing based on motion.</strong></p></li><li><p ><strong>10ml bottle can last ~2 months on High setting if driving ~30 minutes per day.</strong></p></li></ul><p >Say hello to the Mobile Two Portable Scent Diffuser — your on-the-go whiffer built for the road, the ride, and wherever life takes you. Car? Airbnb? Tiny hotel room with mysterious smells? Handled.</p><p >Made from high-quality aluminum and, it’s sleek, quiet, and compact enough to slip into your car cup holder or desktop; it’s always ready to roll. Whether you’re chasing zen on a long commute, need a scent to relax you during the work day, or want to bring spa vibes to your suitcase, <em>Mobile Two</em> keeps your air as fresh as your playlist.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Silver,Scent Collection,Hotel,,,BDL-MB2S-HTL,,shopify,15,deny,manual,168.99,89.99,TRUE,TRUE,,,,,FALSE,[Machine & Oils] Mobile Two & Top Two Scent Bundle,,,unisex,adult,BDL-MB2S-HTL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
machine-oils-mobile-two-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/8db2e8ed-0b3b-4d7e-868d-0a61e1d557ce/mobile+two+tabletop.jpg,1,[Machine & Oils] Mobile Two & Top Two Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-two-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/80ea8704-2661-4fc5-90de-c53d18d0d9a9/mobile+two+.gif,2,[Machine & Oils] Mobile Two & Top Two Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
machine-oils-mobile-two-top-two-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5dd3651a-3a9a-4d97-9671-372fe23d42e2/whiff+car+black.jpg,3,[Machine & Oils] Mobile Two & Top Two Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
